id	filename	md5	size	state
0c121d9e-39fa-4151-b16e-7eaa4b19b645	0c121d9e-39fa-4151-b16e-7eaa4b19b645/3dbd2f88-df15-4d4f-a0d9-70527eaf721c.rna_seq.augmented_star_gene_counts.tsv	b0afe3b40051bb2d45bb74ce60fd8954	4216843	validated
0c23342d-a66c-4103-8d33-8124e0e6b392	0c23342d-a66c-4103-8d33-8124e0e6b392/e757eecd-aca5-42d0-9283-e5274f5c5469.rna_seq.augmented_star_gene_counts.tsv	f4ae5a94041d31a6eec1bae90b84ffa9	4217461	validated
0cfce283-4058-4f79-9ff1-6bdc4f9e3948	0cfce283-4058-4f79-9ff1-6bdc4f9e3948/7af19e4c-51db-46d8-a678-25dee51e1632.rna_seq.augmented_star_gene_counts.tsv	3b0a9881188ceb7017530e7a3e922a3f	4208817	validated
0eb06332-02d4-49ec-b7bb-1be6d5a020b6	0eb06332-02d4-49ec-b7bb-1be6d5a020b6/101ede6d-8b2d-4d60-86ba-dcae30da5158.rna_seq.augmented_star_gene_counts.tsv	e04efd1c0d316645cd1b40e1d531f9a7	4193229	validated
0fae8050-3e00-4797-ae3b-11cc37830769	0fae8050-3e00-4797-ae3b-11cc37830769/32f80517-a66d-4b2e-95c9-5346c0a4139d.rna_seq.augmented_star_gene_counts.tsv	844b88e725f61877b2b0458174837f9e	4210359	validated
11f73bbb-13b2-4914-99f6-3017c9198e3c	11f73bbb-13b2-4914-99f6-3017c9198e3c/95430f7f-2f2f-41cf-bd50-4fd509c73bcf.rna_seq.augmented_star_gene_counts.tsv	edf4e037dd4e0431b2ccdee167afc313	4228460	validated
17798b58-e36c-4454-8bd1-95ac3a3cec90	17798b58-e36c-4454-8bd1-95ac3a3cec90/dc73d5b0-b322-4723-a15d-f507b7d3c42c.rna_seq.augmented_star_gene_counts.tsv	c600bcd4d83307ceaf308af145128e28	4207490	validated
19789ae0-eb4c-401b-81d5-6d13c38ca3c2	19789ae0-eb4c-401b-81d5-6d13c38ca3c2/42c567ba-2761-4fec-a184-5ff6e6ee24f9.rna_seq.augmented_star_gene_counts.tsv	26526591776c0c1c3836c2a8be188c58	4209862	validated
1bc02f22-1ca7-4884-9211-36e108e0c37e	1bc02f22-1ca7-4884-9211-36e108e0c37e/506f5511-089b-401d-9e9d-887b5c6abcba.rna_seq.augmented_star_gene_counts.tsv	739758e2c76264491a3e73636fe80764	4216537	validated
1cf2f6a8-998f-445f-8053-7642e8746acc	1cf2f6a8-998f-445f-8053-7642e8746acc/f38c7f57-ccbf-45a1-8d91-635c893e5ba8.rna_seq.augmented_star_gene_counts.tsv	1c8dcf37369a9605ee0048aa93561998	4221823	validated
20b2c312-c244-416c-9831-368d088a0dc6	20b2c312-c244-416c-9831-368d088a0dc6/c2216b0f-5bc3-4012-837b-80cea008ef66.rna_seq.augmented_star_gene_counts.tsv	8af8bfd9f5b9a2507f194af1cc61844d	4221374	validated
212680d3-b022-415b-85f3-7651a86a20fb	212680d3-b022-415b-85f3-7651a86a20fb/f843db6f-14a8-4c1b-a121-18f73ea741b7.rna_seq.augmented_star_gene_counts.tsv	0ee72aafeb9ffa75575c397edf6ac0cf	4207343	validated
218eba5a-4924-4a83-8ab6-5e9dd3f53845	218eba5a-4924-4a83-8ab6-5e9dd3f53845/22b865e9-87ba-4dd6-bb36-0561a26f89d5.rna_seq.augmented_star_gene_counts.tsv	34421490e612e9b06669a0aa417e5ed2	4230287	validated
23450fbb-76ee-49d4-a121-2d82a294a446	23450fbb-76ee-49d4-a121-2d82a294a446/b07e941c-5f3c-4861-a7e5-3592c1329b75.rna_seq.augmented_star_gene_counts.tsv	cd90f2aea202c558f9c7109990338ad7	4212542	validated
23907ee8-94df-4e0e-b825-1b688d7afa54	23907ee8-94df-4e0e-b825-1b688d7afa54/225f8ec9-aec0-4251-8127-5bca55e7f994.rna_seq.augmented_star_gene_counts.tsv	38ed97c0223f84b695efefdfdfa17fd4	4219073	validated
257b9a56-55cf-41d7-b061-9d72ef865b45	257b9a56-55cf-41d7-b061-9d72ef865b45/e32e90d7-2c5a-413a-b29d-5a25ff8114d6.rna_seq.augmented_star_gene_counts.tsv	d38927cdc56ad66dab236ebb30079212	4228882	validated
26b789dc-84d0-440b-ae2b-89d1aa992e98	26b789dc-84d0-440b-ae2b-89d1aa992e98/e1e9b1a9-a2f4-4dcd-a389-7686348115ff.rna_seq.augmented_star_gene_counts.tsv	76c4fb5223d76af3954ea8fbe058fd4d	4217135	validated
270b24e7-fbae-4114-af0f-5892a2da1e02	270b24e7-fbae-4114-af0f-5892a2da1e02/9eb4f383-ea58-4517-8f9c-46a3760d7e13.rna_seq.augmented_star_gene_counts.tsv	e19cd431f75e541e5b0a70d53d2ff6b7	4217941	validated
2a42c5a8-a3df-41fa-82be-3eb518257dd5	2a42c5a8-a3df-41fa-82be-3eb518257dd5/bae16dbd-3b44-4eeb-9b09-4ebe70a91989.rna_seq.augmented_star_gene_counts.tsv	1eb70ff5e80e01cf708d393b3c829e9f	4206728	validated
2b0757e4-f4d8-4685-8d95-460985634d6b	2b0757e4-f4d8-4685-8d95-460985634d6b/f350787b-2d2d-4baa-b6a9-981ee5f52045.rna_seq.augmented_star_gene_counts.tsv	4225d8ee4300425302a4faa0ceb02124	4223567	validated
2b08cfce-8f8b-4047-ac54-84fee633219a	2b08cfce-8f8b-4047-ac54-84fee633219a/d377218c-5e53-462c-849c-4f463f9cc4c2.rna_seq.augmented_star_gene_counts.tsv	48389707e88c5e371d83202a01f127c6	4216089	validated
2dc4acea-21eb-4ea8-b805-0a3ad04b84b1	2dc4acea-21eb-4ea8-b805-0a3ad04b84b1/60416b5c-d970-4ca8-ae6c-1aebf3bc53cd.rna_seq.augmented_star_gene_counts.tsv	8b5f17a78c77f365ff5330b8c9926b2e	4215197	validated
2e53da52-5553-4030-8edc-4c85e1671cd2	2e53da52-5553-4030-8edc-4c85e1671cd2/eb54b8a1-6129-4366-9ec4-6dc31f71442c.rna_seq.augmented_star_gene_counts.tsv	702a742c1d222ffb4e1d1fbe3cbddfe9	4217575	validated
2eacaebc-817f-405c-950c-cffa2fe92419	2eacaebc-817f-405c-950c-cffa2fe92419/a5e87e44-1b64-4b2d-b62e-8b8b51a1d46f.rna_seq.augmented_star_gene_counts.tsv	2575294c93ca86b59dd07bc666fc4cad	4215812	validated
2eb1d9a7-e7bb-4393-9452-1010494dcbed	2eb1d9a7-e7bb-4393-9452-1010494dcbed/329d5549-e3c2-4929-a64f-3a02872c3ecf.rna_seq.augmented_star_gene_counts.tsv	5a6c73346fc7bc79a7b38fd94b8502a5	4221789	validated
2ec6bca7-4787-4d34-8a31-e2c9f52eae0c	2ec6bca7-4787-4d34-8a31-e2c9f52eae0c/4990f4b4-13b9-4646-b860-83980486e6b5.rna_seq.augmented_star_gene_counts.tsv	c8bf8b009a0b23d3d20b3fddadb00cfd	4218426	validated
31fceccb-e85b-4e6d-bd4c-ed973a102d36	31fceccb-e85b-4e6d-bd4c-ed973a102d36/edd53aba-d438-43eb-a278-a6a65d49befb.rna_seq.augmented_star_gene_counts.tsv	544a2dd1cf95b61b924f6ed20607e01b	4220183	validated
32939639-0119-4d10-aa0a-df3c5057dadf	32939639-0119-4d10-aa0a-df3c5057dadf/c22a8a0b-21fe-47f0-bf79-371edc0d22ab.rna_seq.augmented_star_gene_counts.tsv	b1a2f4c22528c4216a97ebdab87febc1	4229042	validated
32b703ab-9b13-447a-ba11-6d7259a732fb	32b703ab-9b13-447a-ba11-6d7259a732fb/2f44163d-d92d-429c-8106-95e43aa57fc9.rna_seq.augmented_star_gene_counts.tsv	01f0b54ea020f66f4395d737890aefee	4232705	validated
34421b78-b143-48d1-b04f-e302cb8cf470	34421b78-b143-48d1-b04f-e302cb8cf470/eab2a30b-43a6-4095-b084-28095da0e588.rna_seq.augmented_star_gene_counts.tsv	120348adb43a77a87b5b9be1f6e6b677	4210985	validated
3515308d-0123-43ce-96a8-e8324ac3bc04	3515308d-0123-43ce-96a8-e8324ac3bc04/5a4ef7b5-f82b-417c-bd12-17ebae52543d.rna_seq.augmented_star_gene_counts.tsv	b980a56226875a4e7015a3e66d640c7b	4222980	validated
370c9e18-44f9-4dfc-a0a1-d0bbbb80a734	370c9e18-44f9-4dfc-a0a1-d0bbbb80a734/a3721164-86f3-4f07-bec5-c26724339cb6.rna_seq.augmented_star_gene_counts.tsv	c66e1625e136087801cee0dd08dd6f17	4226971	validated
386c7f48-c377-4a0f-a122-a7af6855ddc6	386c7f48-c377-4a0f-a122-a7af6855ddc6/b91874c1-9bfc-4591-8e5a-62d803e0288f.rna_seq.augmented_star_gene_counts.tsv	f3bfbefe73c4098e74e80277d2487042	4202585	validated
399fa2f3-50e3-4c38-8b9f-25f01e03af8e	399fa2f3-50e3-4c38-8b9f-25f01e03af8e/a367a603-0d77-46cf-b92c-f7ecd2cda571.rna_seq.augmented_star_gene_counts.tsv	7ed9b2dc5c9bdc6bc8ec7c7620feb7df	4225517	validated
3aa49fb7-60f0-4213-998b-7d55f59f5bff	3aa49fb7-60f0-4213-998b-7d55f59f5bff/442c4bb4-4d1d-4120-98ad-43bc5c75072e.rna_seq.augmented_star_gene_counts.tsv	24d01b51530b3600c87de1bcb7d81308	4228961	validated
3eb843d9-1a5a-47aa-a1f0-04dc6265f5b1	3eb843d9-1a5a-47aa-a1f0-04dc6265f5b1/af6b4532-7f1d-41ad-baba-e2c62e490875.rna_seq.augmented_star_gene_counts.tsv	a12697e7427adf8a660104264dda71cd	4214527	validated
3f66c69b-ed63-4c29-8a1f-d7fbe4faa1a1	3f66c69b-ed63-4c29-8a1f-d7fbe4faa1a1/33e397b0-e90a-49e3-b327-aa8df7f42bea.rna_seq.augmented_star_gene_counts.tsv	533dfc1ec309def4731f0cf7a5b3bac0	4219003	validated
478eeec5-1c88-46f0-9748-d21ddd03d6eb	478eeec5-1c88-46f0-9748-d21ddd03d6eb/fd400558-5a16-498b-b463-2943a11cb7a7.rna_seq.augmented_star_gene_counts.tsv	537936abc32caf77f1975e7fd2967fa3	4222441	validated
49edb4c7-762e-4ac9-aa99-d250e68a5e2f	49edb4c7-762e-4ac9-aa99-d250e68a5e2f/e91fc4a2-5cf8-4676-9bc9-b0dbfff9e8d1.rna_seq.augmented_star_gene_counts.tsv	2875a84acd5f7bf9dea213dc54be1f9a	4210972	validated
4d520a99-58b5-4dfc-bdbc-a1ae4f4c9154	4d520a99-58b5-4dfc-bdbc-a1ae4f4c9154/6ac21633-e300-4cff-9f3e-c1aa8ad113c0.rna_seq.augmented_star_gene_counts.tsv	4b9a858bd95ac21922c5842878bd22d6	4223022	validated
4d6f77e5-1028-484d-aae3-6cc768c79bbe	4d6f77e5-1028-484d-aae3-6cc768c79bbe/b879581c-b064-4539-a538-42b41c624550.rna_seq.augmented_star_gene_counts.tsv	9f084a53f8b81422b5d9e47c27bf4f7c	4225713	validated
4dcc241c-b55b-4e4e-87bb-ea0ad4137a87	4dcc241c-b55b-4e4e-87bb-ea0ad4137a87/5be496b1-d8a9-442d-ae82-97555f60d6c2.rna_seq.augmented_star_gene_counts.tsv	656e73d6eedbee9fb00c5f50134e56fc	4210036	validated
4e27f11e-0d9e-45eb-92c7-49cdc645705c	4e27f11e-0d9e-45eb-92c7-49cdc645705c/ac562e86-6c29-4b9d-8596-61b46893ae58.rna_seq.augmented_star_gene_counts.tsv	812520ede21bcf1da5c522a07f0dfbcb	4227493	validated
55939530-8a57-45b0-9aa7-9ebc77a9ba77	55939530-8a57-45b0-9aa7-9ebc77a9ba77/2afa1a9e-cded-4c46-a43a-66cfc3b07bb8.rna_seq.augmented_star_gene_counts.tsv	0afbf9f94f55f1b14704f519f4170b42	4207072	validated
569226d5-8e7f-409b-a6e8-ded117f692c5	569226d5-8e7f-409b-a6e8-ded117f692c5/b9919b21-7e08-472f-ab3e-9ce6965fdb83.rna_seq.augmented_star_gene_counts.tsv	e44393fb487d866b169cb3f6dbe013bd	4208718	validated
5af02f5b-5997-42b5-a3c5-4ea722501cd5	5af02f5b-5997-42b5-a3c5-4ea722501cd5/89e0ada7-89a6-4086-93ff-10c7ba45ba5f.rna_seq.augmented_star_gene_counts.tsv	19b2d16e5c288eb062a22a6c78f3eefc	4218499	validated
5b406ab9-6142-40d7-b538-afa1462d62f2	5b406ab9-6142-40d7-b538-afa1462d62f2/34e40807-8e4e-4683-b0ec-e9ec76279f76.rna_seq.augmented_star_gene_counts.tsv	03b8ae1ec42159d650466e960d0e7bbd	4162996	validated
5b45dda4-7bd1-4a74-af95-e6714a0e1cbd	5b45dda4-7bd1-4a74-af95-e6714a0e1cbd/63748239-0472-4cc4-970e-02318ac12467.rna_seq.augmented_star_gene_counts.tsv	24b3061e4347c262f8c7a569a4812e56	4224142	validated
5b655266-081c-44a6-8fd5-895be27df8e9	5b655266-081c-44a6-8fd5-895be27df8e9/c758b080-2a17-4d3b-a164-c780611baeb3.rna_seq.augmented_star_gene_counts.tsv	6672b3ec241e9e18d02e6f27e625aa91	4219823	validated
5e929680-4ebe-49ac-b5e2-80a25be339e1	5e929680-4ebe-49ac-b5e2-80a25be339e1/9c11a7b2-acbf-4dac-b40d-46561313040b.rna_seq.augmented_star_gene_counts.tsv	e2146e8f09888bb23dfca2406135f1da	4225170	validated
62c99484-2ca7-472e-bb26-8493a39a9433	62c99484-2ca7-472e-bb26-8493a39a9433/2e24d9c2-680b-40d2-a7b0-822b90e5af94.rna_seq.augmented_star_gene_counts.tsv	2f6b9ef08c85acd952aa16604261c5e7	4225863	validated
63485a48-e6b2-4f9d-aeaa-a6eae5a9cb8d	63485a48-e6b2-4f9d-aeaa-a6eae5a9cb8d/da08da0b-d447-4ffa-b61a-4ca515f6b066.rna_seq.augmented_star_gene_counts.tsv	3ac10639ee7d4a4f13c450a93f9ed5f0	4222018	validated
64037812-052d-4e47-9d5e-3a771e0cb95f	64037812-052d-4e47-9d5e-3a771e0cb95f/b52107f2-c930-4a00-8fb4-3db97e2d3bc1.rna_seq.augmented_star_gene_counts.tsv	e6756995e9277e579b4cfecc9ad192c4	4235750	validated
64aa4dd7-4542-4db6-89ed-374cd941edf0	64aa4dd7-4542-4db6-89ed-374cd941edf0/f841dd68-db75-48bb-88b0-03f5441d1d41.rna_seq.augmented_star_gene_counts.tsv	8c36192db2cd2d9c138d59419061d1f7	4220528	validated
64bab1ea-226a-4629-9d93-7fe4c64fac1a	64bab1ea-226a-4629-9d93-7fe4c64fac1a/35713e74-d6ac-4c52-8bb6-033f9265ca89.rna_seq.augmented_star_gene_counts.tsv	ccc842c31130f534d34191974545f66a	4222064	validated
6513b653-0b7c-4f9b-b696-6fad22b56b65	6513b653-0b7c-4f9b-b696-6fad22b56b65/1d396dc2-79fd-4ab4-a907-c0739dcd89d9.rna_seq.augmented_star_gene_counts.tsv	e9d2551e26bb1590839f429251531450	4217489	validated
6c1483b5-ae93-4a88-8610-d080d2670c9d	6c1483b5-ae93-4a88-8610-d080d2670c9d/7ffcc5d0-c945-47d4-9540-922df5626e4f.rna_seq.augmented_star_gene_counts.tsv	237cea3806c49214a55ae8f1e6e37a0e	4225749	validated
6c87b8c6-9ccb-4853-8502-ef2970c67040	6c87b8c6-9ccb-4853-8502-ef2970c67040/ac508372-29ac-41a2-9aff-65fc3f5c022d.rna_seq.augmented_star_gene_counts.tsv	d3c1f800f14399ce8ef286bd95c510f0	4210165	validated
6ddc1adc-63a4-4277-90a4-c8c0d4abc549	6ddc1adc-63a4-4277-90a4-c8c0d4abc549/0840ca1b-3c15-4936-a27f-217302572dc3.rna_seq.augmented_star_gene_counts.tsv	9ff726f77b7dee6a373d20568f318942	4205467	validated
6f13419d-7b5b-4038-905a-cd203b75eb77	6f13419d-7b5b-4038-905a-cd203b75eb77/a71577a4-ab2c-4189-a0e5-5be4f23b32ec.rna_seq.augmented_star_gene_counts.tsv	04653724d10e1e9b207b20a4066d4077	4218817	validated
6f77efa2-12e2-4035-8984-16674836546c	6f77efa2-12e2-4035-8984-16674836546c/af76c8aa-afd4-45b4-98a7-6f70d3739861.rna_seq.augmented_star_gene_counts.tsv	82c9433e2b4d9b94c7c751a80ad31d53	4217677	validated
70ed86aa-0920-4c8b-af53-62e9855f466a	70ed86aa-0920-4c8b-af53-62e9855f466a/12f84f7e-e430-40af-b06c-355fdfe45be2.rna_seq.augmented_star_gene_counts.tsv	a512290fd6f2cd3c59858c6a8ecd47d6	4220406	validated
7123691e-b1ba-4b80-858a-b07c2de77048	7123691e-b1ba-4b80-858a-b07c2de77048/69bd52fe-74d4-438f-87e4-efa93b56b569.rna_seq.augmented_star_gene_counts.tsv	e15dead876d1b3b2615e3b5ec2dcd00d	4206386	validated
762a7ba9-164e-45d7-ab8f-5dedcde80de6	762a7ba9-164e-45d7-ab8f-5dedcde80de6/5f7678c3-dbd1-4056-99e7-88cc14c57124.rna_seq.augmented_star_gene_counts.tsv	a0eb81eb9075b3f93c170dce5dcac0bb	4215863	validated
7657209a-bf67-4419-b2c4-75704446e27f	7657209a-bf67-4419-b2c4-75704446e27f/c349d21d-e29c-48f0-a72f-50c11b477125.rna_seq.augmented_star_gene_counts.tsv	34adf74a16b750a3667247556da20c29	4233456	validated
774784dd-b7ce-4dec-8c12-b3f06da1eedd	774784dd-b7ce-4dec-8c12-b3f06da1eedd/ac2ab1b3-e138-4da1-be2f-f00cd1a74654.rna_seq.augmented_star_gene_counts.tsv	543a9e7e1b32ea64c0d3dd9919bc1f15	4224891	validated
77764a85-d6c4-4ebd-b376-86bc5507f816	77764a85-d6c4-4ebd-b376-86bc5507f816/ba80683f-585b-421d-8e58-1d9a6178ef52.rna_seq.augmented_star_gene_counts.tsv	131c9035cbe214fd264a0005f1127cc4	4237114	validated
7ac60a6d-55bc-4e51-b110-06976b8d5f3f	7ac60a6d-55bc-4e51-b110-06976b8d5f3f/f3b5d82a-329c-4081-ab6f-a5219cc90947.rna_seq.augmented_star_gene_counts.tsv	05dd05b399ce1e6f89f8d1e4f497d71c	4229331	validated
7bb4fe26-a113-408b-9708-3cfc04bbbe94	7bb4fe26-a113-408b-9708-3cfc04bbbe94/44305749-907e-411f-a9fa-e8b8a954a8c0.rna_seq.augmented_star_gene_counts.tsv	257a7877609b0e01e7049a9726391a71	4210333	validated
7d393b7b-0a92-40e2-a3c6-17c7055c5ac2	7d393b7b-0a92-40e2-a3c6-17c7055c5ac2/2b95fc05-045e-4362-85e1-f67370ea263e.rna_seq.augmented_star_gene_counts.tsv	d9a5a46d92a933e00a8f0eae05bef224	4211244	validated
7e37e163-5961-4ac3-9eec-c0248812584b	7e37e163-5961-4ac3-9eec-c0248812584b/ce381b73-527a-43c0-8a9c-00417b483b58.rna_seq.augmented_star_gene_counts.tsv	23f7e8fbbc138f0d6531064a57a634e1	4217374	validated
801c6197-9b99-4c0d-a6d9-d25df612150b	801c6197-9b99-4c0d-a6d9-d25df612150b/ee083116-281e-406c-bdd5-b425f5d2eab0.rna_seq.augmented_star_gene_counts.tsv	fd0b7863a6b18b6d3ef874442153e902	4223285	validated
82812889-c4b0-40c0-adca-dff8365bed7f	82812889-c4b0-40c0-adca-dff8365bed7f/f879c5aa-b474-4a38-b4f9-bb43dec7e2dc.rna_seq.augmented_star_gene_counts.tsv	0973dab7a490ed4207e6df7fb4c3668f	4207209	validated
84d40e11-d09f-4c76-8a80-409746b8bb3b	84d40e11-d09f-4c76-8a80-409746b8bb3b/e613e988-b2da-43ee-ac6d-bb3cc7935def.rna_seq.augmented_star_gene_counts.tsv	4ac88b6eb730e51070f2a68a6b1dff9a	4208394	validated
8576ef54-c5ce-4d86-89f8-8ea7b956e0f2	8576ef54-c5ce-4d86-89f8-8ea7b956e0f2/657ef592-5353-406b-b0fd-9280e9a78ffa.rna_seq.augmented_star_gene_counts.tsv	8d32d6f18bd487840fe1b5af3cbcab0f	4208598	validated
871b09be-49f6-45d3-a7bc-8d33bf29bda9	871b09be-49f6-45d3-a7bc-8d33bf29bda9/bb74a90b-624d-4cc5-9777-7c6c03b9a5b2.rna_seq.augmented_star_gene_counts.tsv	346d68fc84ab206b91a264071d73629f	4229350	validated
874b85a2-10a4-47be-a3f3-0ba89f8b4ffc	874b85a2-10a4-47be-a3f3-0ba89f8b4ffc/1c0f27e6-6cd8-45ab-914e-b212a9467da7.rna_seq.augmented_star_gene_counts.tsv	6f031555c166f343f30f90c0c8305c09	4223575	validated
87db02e0-31b9-4128-b1db-5b4972e15ae7	87db02e0-31b9-4128-b1db-5b4972e15ae7/b9c8464f-0367-4c6c-9ff3-a6d43ad2ce45.rna_seq.augmented_star_gene_counts.tsv	756147f173ab9abeec528aa208c97e94	4210878	validated
89efd640-00a9-44a6-a097-f8a2ac97cc47	89efd640-00a9-44a6-a097-f8a2ac97cc47/dd8e2183-5c05-4aef-b466-b3cbe002b600.rna_seq.augmented_star_gene_counts.tsv	20605c7b3e9272a8749ac33612d7adc5	4214742	validated
8b92330d-e83d-4cb3-b3ff-4247b6f6e7de	8b92330d-e83d-4cb3-b3ff-4247b6f6e7de/ee8c5022-0eca-4987-855a-75306be1df71.rna_seq.augmented_star_gene_counts.tsv	11ad09a3dfa430a23c703182fbf2e963	4222154	validated
8ce13677-b7f6-4c24-8b2d-34e3c50ba342	8ce13677-b7f6-4c24-8b2d-34e3c50ba342/e9fc7d6b-5490-4674-8275-2fe9068c0836.rna_seq.augmented_star_gene_counts.tsv	dd9d90dc1baefb6755cfc82f7e773809	4209150	validated
8ced9c15-b511-490e-a506-c3bf41413a8a	8ced9c15-b511-490e-a506-c3bf41413a8a/ad707cfa-6d3a-4e07-ba15-e7f916c658db.rna_seq.augmented_star_gene_counts.tsv	c3929b2050cbebd3842ff2aad502c2fc	4214250	validated
91b9cfa6-3b37-4a78-ae84-d56c026e3698	91b9cfa6-3b37-4a78-ae84-d56c026e3698/87373b21-6fa7-4a04-baa0-fc247a5d80db.rna_seq.augmented_star_gene_counts.tsv	93cfbbea39439a284111abd959079340	4209520	validated
939b267d-952f-4899-a219-f730262254d2	939b267d-952f-4899-a219-f730262254d2/9e770d73-77cb-4708-b7ec-4e37bf5effd1.rna_seq.augmented_star_gene_counts.tsv	fdfc36981159f0771bbe65c3bb8fedb6	4202268	validated
93ba7cb7-e088-4326-bf56-b35d0ae2ddb8	93ba7cb7-e088-4326-bf56-b35d0ae2ddb8/d82aed09-29af-4f94-97dd-638bf9e7a671.rna_seq.augmented_star_gene_counts.tsv	bc40c07474c185e0683bfd6f294bdbcd	4222993	validated
94bda3c9-4708-4b08-8211-cf41ae1dd3b3	94bda3c9-4708-4b08-8211-cf41ae1dd3b3/2972ce75-d435-4338-b12d-b4ed43b886a2.rna_seq.augmented_star_gene_counts.tsv	b7a4df7fd50baf61cfef734018cddae0	4223768	validated
972fdaea-d2e6-499f-91e3-b93bca3a8cfc	972fdaea-d2e6-499f-91e3-b93bca3a8cfc/22b21de3-f01c-4a67-99cc-876ed5024f7f.rna_seq.augmented_star_gene_counts.tsv	22d0afdf2798b11ed2ea508e9b99119b	4209748	validated
9bd64eb1-a4a3-4e57-a07c-8ae7013c9019	9bd64eb1-a4a3-4e57-a07c-8ae7013c9019/c462901e-42ed-40af-9f43-dd3613071343.rna_seq.augmented_star_gene_counts.tsv	56de0dff1753cfc160151a9001ed3b25	4207407	validated
9ce23881-717f-4876-bf22-fd5e6ef3456e	9ce23881-717f-4876-bf22-fd5e6ef3456e/fcefff4c-131a-4a88-918a-cf4078b65099.rna_seq.augmented_star_gene_counts.tsv	6bd5a271eb96ac7fc69b027cc352542d	4232838	validated
9e294ad8-264d-43a2-b9d2-02aa3307bf19	9e294ad8-264d-43a2-b9d2-02aa3307bf19/09e11d5c-bc6d-4381-b62b-597555327313.rna_seq.augmented_star_gene_counts.tsv	8ce0a4a785c7d4965cab817e8a12a4d6	4204479	validated
9e55dc0c-1971-42a3-bd1e-9108689a2291	9e55dc0c-1971-42a3-bd1e-9108689a2291/c0b4e7f5-52dc-462f-9268-dbd50d14d3db.rna_seq.augmented_star_gene_counts.tsv	db019f69822651aa4625e052f09800c6	4217190	validated
a0e8f8b1-bcbb-47a5-8d9f-acd5fd519fd6	a0e8f8b1-bcbb-47a5-8d9f-acd5fd519fd6/696dfa12-c9c0-4e3f-9b79-eee5e8f7eac1.rna_seq.augmented_star_gene_counts.tsv	fefd9881074fd4030a8421438640467d	4210116	validated
a394e648-c633-4352-a47e-0107aba61a06	a394e648-c633-4352-a47e-0107aba61a06/dd4eae15-2bb6-4a56-8e33-5623872fd18b.rna_seq.augmented_star_gene_counts.tsv	db92acacd9e7338d90898c7106fb3ec6	4214286	validated
a3b9da68-cc78-4d80-8371-e9b947d19d68	a3b9da68-cc78-4d80-8371-e9b947d19d68/1ec772b3-a9fd-4221-84e8-4e7acebe7700.rna_seq.augmented_star_gene_counts.tsv	7cdb1f1887c1968964795aa6d71a82b9	4225398	validated
